0,150,0.00
10,150,11.25
20,150,50.63
31,150,109.69
41,150,181.88
53,150,262.50
64,150,351.56
74,150,443.44
86,150,539.06
96,150,636.56
107,150,735.00
118,150,836.25
129,150,937.50
140,150,1039.69
151,150,1141.88
162,150,1245.00
173,150,1347.19
184,150,1450.31
195,150,1553.44
206,150,1656.56
217,150,1759.69
228,150,1862.81
239,150,1966.88
249,150,2070.00
261,150,2174.06
272,150,2277.19
283,150,2380.31
293,150,2484.37
305,150,2587.50
316,150,2690.62
327,150,2794.69
337,150,2897.81
349,150,3000.00
360,150,3103.12
371,150,3206.25
381,150,3310.31
393,150,3414.37
404,150,3516.56
415,150,3620.62
425,150,3724.69
437,150,3826.87
448,150,3931.87
458,150,4034.06
470,150,4137.19
481,150,4240.31
492,150,4343.44
502,150,4445.62
514,150,4548.75
525,150,4651.87
536,150,4755.00
546,150,4858.12
558,150,4961.25
569,150,5065.31
580,150,5168.44
590,150,5272.50
602,150,5376.56
613,150,5481.56
624,150,5584.69
634,150,5687.81
646,150,5791.87
657,150,5895.00
667,150,6000.00
678,150,6105.00
690,150,6208.12
701,150,6312.19
711,150,6416.25
722,150,6519.37
734,150,6623.44
745,150,6726.56
755,150,6831.56
766,150,6934.69
778,150,7036.87
789,150,7140.94
799,150,7245.00
811,150,7348.12
822,150,7451.25
832,150,7555.31
843,150,7659.37
855,150,7762.50
866,150,7867.50
876,150,7970.62
887,150,8074.69
899,150,8177.81
910,150,8282.81
920,150,8385.94
931,150,8489.06
943,150,8592.19
954,150,8696.25
964,150,8800.31
975,150,8902.50
987,150,9007.50
998,150,9110.62
1008,0,9215.62
1019,0,9316.87
1031,0,9417.19
1041,0,9514.69
1052,0,9611.25
1063,0,9705.94
1074,0,9799.69
1085,0,9890.62
1095,0,9980.62
1106,0,10068.75
1118,0,10155.00
1128,0,10240.31
1139,0,10323.75
1150,0,10405.31
1161,0,10485.94
1172,0,10565.62
1183,0,10641.56
1193,0,10718.44
1205,0,10791.56
1216,0,10864.69
1226,0,10935.00
1238,0,11005.31
1249,0,11072.81
1259,0,11140.31
1270,0,11205.00
1282,0,11267.81
1292,0,11329.69
1303,0,11390.62
1314,0,11449.69
1325,0,11507.81
1336,0,11563.12
1347,0,11618.44
1357,0,11671.87
1369,0,11724.37
1380,0,11775.94
1390,0,11825.62
1401,0,11874.37
1412,0,11921.25
1423,0,11967.19
1434,0,12011.25
1444,0,12055.31
1456,0,12096.56
1467,0,12137.81
1477,0,12177.19
1488,0,12216.56
1499,0,12253.12
1510,0,12289.69
1521,0,12324.37
1531,0,12359.06
1543,0,12391.87
1554,0,12423.75
1564,0,12453.75
1575,0,12483.75
1586,0,12511.87
1597,0,12538.12
1608,0,12564.37
1618,0,12589.69
1630,0,12613.12
1640,0,12636.56
1651,0,12658.12
1662,0,12678.75
1673,0,12698.44
1684,0,12717.19
1694,0,12734.06
1705,0,12750.94
1717,0,12765.94
1727,0,12780.00
1738,0,12793.12
1748,0,12806.25
1760,0,12816.56
1771,0,12827.81
1781,0,12835.31
1793,0,12844.69
1803,0,12852.19
1814,0,12858.75
1825,0,12865.31
1836,0,12869.06
1847,0,12874.69
1857,0,12876.56
1868,0,12879.37
1880,0,12882.19
1890,0,12881.25
1901,0,12879.37
1911,0,12878.44
1923,0,12878.44
1934,0,12879.37
1944,0,12879.37
1955,0,12879.37
1966,0,12879.37
1977,0,12879.37
1987,0,12879.37
1998,0,12879.37
2010,255,12879.37
2020,255,12879.37
2031,255,12896.25
2042,255,12949.69
2054,255,13035.00
2064,255,13147.50
2075,255,13278.75
2086,255,13423.12
2098,255,13575.00
2109,255,13730.62
2120,255,13889.06
2131,255,14047.50
2143,255,14207.81
2154,255,14370.94
2165,255,14533.12
2177,255,14698.12
2188,255,14862.19
2199,255,15026.25
2210,255,15190.31
2221,255,15355.31
2232,255,15521.25
2243,255,15687.19
2254,255,15853.12
2266,255,16017.19
2277,255,16184.06
2288,255,16349.06
2299,255,16514.06
2311,255,16680.00
2322,255,16845.94
2333,255,17010.00
2344,255,17174.06
2356,255,17340.94
2367,255,17507.81
2378,255,17675.63
2390,255,17843.44
2401,255,18011.25
2412,255,18179.06
2423,255,18347.81
2435,255,18515.63
2445,255,18682.50
2456,255,18848.44
2467,255,19017.19
2479,255,19183.13
2490,255,19350.94
2501,255,19518.75
2512,255,19687.50
2524,255,19855.31
2535,255,20020.31
2546,255,20186.25
2557,255,20354.06
2569,255,20519.06
2580,255,20685.94
2591,255,20854.69
2603,255,21021.56
2614,255,21187.50
2625,255,21354.38
2636,255,21522.19
2648,255,21690.94
2659,255,21856.88
2669,255,22024.69
2680,255,22190.63
2692,255,22360.31
2703,255,22526.25
2714,255,22694.06
2725,255,22858.13
2737,255,23025.94
2748,255,23192.81
2759,255,23358.75
2770,255,23524.69
2782,255,23692.50
2793,255,23860.31
2804,255,24027.19
2816,255,24193.13
2827,255,24360.94
2838,255,24528.75
2849,255,24696.56
2861,255,24865.31
2872,255,25031.25
2883,255,25198.13
2894,255,25364.06
2906,255,25531.88
2916,255,25698.75
2927,255,25864.69
2938,255,26033.44
2950,255,26202.19
2961,255,26370.94
2972,255,26537.81
2983,255,26705.63
2995,255,26873.44
3006,255,27042.19
3017,0,27210.94
3028,0,27376.88
3040,0,27539.06
3050,0,27700.31
3061,0,27857.81
3073,0,28014.38
3084,0,28165.31
3095,0,28317.19
3105,0,28467.19
3117,0,28612.50
3128,0,28757.81
3139,0,28900.31
3149,0,29040.94
3161,0,29177.81
3172,0,29313.75
3183,0,29448.75
3194,0,29580.00
3205,0,29709.38
3216,0,29836.88
3227,0,29962.50
3237,0,30086.25
3249,0,30209.06
3260,0,30328.13
3271,0,30447.19
3281,0,30563.44
3293,0,30677.81
3304,0,30677.81
3315,0,30788.44
3325,0,30896.25
3337,0,31003.12
3348,0,31107.19
3358,0,31209.38
3369,0,31310.62
3381,0,31408.12
3392,0,31503.75
3402,0,31598.44
3414,0,31690.31
3425,0,31781.25
3435,0,31869.38
3446,0,31956.56
3458,0,32040.94
3468,0,32122.50
3479,0,32202.19
3490,0,32281.88
3501,0,32358.75
3512,0,32435.69
3523,0,32511.94
3533,0,32584.06
3545,0,32656.19
3556,0,32723.75
3567,0,32789.31
3577,0,32851.94
3589,0,32914.69
3600,0,32976.56
3610,0,33035.62
3621,0,33094.69
3632,0,33152.88
3643,0,33210.00
3654,0,33265.94
3664,0,33316.94
3676,0,33366.56
3687,0,33416.19
3697,0,33465.00
3708,0,33513.75
3720,0,33557.81
3730,0,33600.94
3741,0,33643.12
3752,0,33685.31
3763,0,33727.50
3774,0,33769.69
3784,0,33811.88
3795,0,33854.06
3807,0,33896.25
3817,0,33938.44
3828,0,33980.63
3840,0,34022.81
3850,0,34065.00
3861,0,34107.19
3871,0,34149.38
3883,0,34191.56
3894,0,34233.75
3904,0,34275.94
3915,0,34318.12
3927,0,34360.31
3937,0,34402.50
3948,0,34444.69
3958,0,34486.88
3970,0,34529.06
3981,0,34571.25
3991,0,34613.44
4002,0,34655.63
4013,0,34697.81
4024,100,34740.00
4035,100,34782.19
4045,100,34824.38
4057,100,34866.56
4068,100,34908.75
4079,100,34950.94
4090,100,34993.12
4101,100,35035.31
4112,100,35077.50
4123,100,35119.69
4134,100,35161.88
4145,100,35204.06
4156,100,35246.25
4167,100,35288.44
4178,100,35330.63
4190,100,35372.81
4200,100,35415.00
4211,100,35457.19
4222,100,35499.38
4234,100,35541.56
4245,100,35583.75
4255,100,35625.94
4267,100,35668.13
4278,100,35710.31
4289,100,35752.50
4300,100,35794.69
4311,100,35836.88
4322,100,35879.06
4333,100,35921.25
4344,100,35963.44
4356,100,36005.63
4366,100,36047.81
4377,100,36090.00
4388,100,36132.19
4400,100,36174.38
4411,100,36216.56
4421,100,36258.75
4432,100,36300.94
4444,100,36343.13
4455,100,36385.31
4466,100,36427.50
4476,100,36469.69
4488,100,36511.88
4499,100,36554.06
4510,100,36596.25
4521,100,36638.44
4532,100,36680.63
4543,100,36722.81
4554,100,36765.00
4566,100,36807.19
4577,100,36849.38
4587,100,36891.56
4598,100,36933.75
4610,100,36975.94
4621,100,37018.13
4632,100,37060.31
4642,100,37102.50
4654,100,37144.69
4665,100,37186.88
4676,100,37229.06
4687,100,37271.25
4698,100,37313.44
4709,100,37355.63
4720,100,37397.81
4731,100,37440.00
4743,100,37482.19
4753,100,37524.38
4764,100,37566.56
4775,100,37608.75
4787,100,37650.94
4798,100,37693.13
4808,100,37735.31
4819,100,37777.50
4831,100,37819.69
4842,100,37861.88
4853,100,37904.06
4864,100,37946.25
4875,100,37988.44
4886,100,38030.63
4897,100,38072.81
4909,100,38115.00
4919,100,38157.19
4930,100,38199.38
4941,100,38241.56
4953,100,38283.75
4964,100,38325.94
4974,100,38368.13
4985,100,38410.31
4997,100,38452.50
5008,100,38494.69
5018,100,38536.88
5029,0,38579.06
5041,0,38621.25
5052,0,38663.44
5062,0,38705.63
5073,0,38747.81
5085,0,38790.00
5095,0,38832.19
5106,0,38874.38
5117,0,38916.56
5128,0,38958.75
5139,0,39000.94
5150,0,39043.13
5160,0,39085.31
5172,0,39127.50
5183,0,39169.69
5193,0,39211.88
5204,0,39254.06
5215,0,39296.25
5226,0,39338.44
5237,0,39380.63
5248,0,39422.81
5259,0,39465.00
5270,0,39507.19
5280,0,39549.38
5292,0,39591.56
5302,0,39633.75
5313,0,39675.94
5324,0,39718.13
5335,0,39760.31
5346,0,39802.50
5357,0,39844.69
5367,0,39886.88
5379,0,39929.06
5389,0,39971.25
5400,0,40013.44
5411,0,40055.63
5422,0,40097.81
5433,0,40140.00
5444,0,40182.19
5454,0,40224.38
5466,0,40266.56
5476,0,40308.75
5487,0,40350.94
5498,0,40393.13
5509,0,40435.31
5520,0,40477.50
5530,0,40519.69
5541,0,40561.88
5553,0,40604.06
5563,0,40646.25
5574,0,40688.44
5584,0,40730.63
5596,0,40772.81
5607,0,40815.00
5617,0,40857.19
5628,0,40899.38
5639,0,40941.56
5650,0,40983.75
5660,0,41025.94
5671,0,41068.13
5683,0,41110.31
5693,0,41152.50
5704,0,41194.69
5714,0,41236.88
5726,0,41279.06
5737,0,41321.25
5747,0,41363.44
5758,0,41405.63
5769,0,41447.81
5780,0,41490.00
5791,0,41532.19
5801,0,41574.38
5813,0,41616.56
5823,0,41658.75
5834,0,41700.94
5846,0,41743.13
5856,0,41785.31
5867,0,41827.50
5877,0,41869.69
5889,0,41911.88
5900,0,41954.06
5910,0,41996.25
5921,0,42038.44
5932,0,42080.63
5943,0,42122.81
5953,0,42165.00
5964,0,42207.19
5976,0,42249.38
5986,0,42291.56
5997,0,42333.75
6007,0,42375.94
6019,0,42418.13
6030,200,42460.31
6040,200,42502.50
6051,200,42545.94
6063,200,42588.75
6074,200,42631.25
6084,200,42674.06
6095,200,42716.88
6107,200,42759.38
6118,200,42802.19
6129,200,42845.00
6140,200,42887.81
6152,200,42930.63
6163,200,42973.44
6174,200,43016.25
6184,200,43059.06
6196,200,43101.88
6207,200,43144.69
6218,200,43187.50
6230,200,43230.31
6241,200,43273.13
6252,200,43315.94
6263,200,43358.75
6275,200,43401.56
6286,200,43444.38
6297,200,43487.19
6307,200,43530.00
6319,200,43572.81
6330,200,43615.63
6341,200,43658.44
6352,200,43701.25
6364,200,43744.06
6375,200,43786.88
6386,200,43829.69
6397,200,43872.50
6409,200,43915.31
6420,200,43958.13
6430,200,44000.94
6441,200,44043.75
6453,200,44086.56
6464,200,44129.38
6475,200,44172.19
6487,200,44215.00
6498,200,44257.81
6509,200,44300.63
6520,200,44343.44
6532,200,44386.25
6542,200,44429.06
6553,200,44471.88
6564,200,44514.69
6576,200,44557.50
6587,200,44600.31
6598,200,44643.13
6609,200,44685.94
6621,200,44728.75
6632,200,44771.56
6643,200,44814.38
6654,200,44857.19
6665,200,44900.00
6676,200,44942.81
6687,200,44985.63
6699,200,45028.44
6710,200,45071.25
6721,200,45114.06
6732,200,45156.88
6744,200,45199.69
6755,200,45242.50
6766,200,45285.31
6777,200,45328.13
6788,200,45370.94
6799,200,45413.75
6810,200,45456.56
6821,200,45499.38
6833,200,45542.19
6844,200,45585.00
6855,200,45627.81
6866,200,45670.63
6877,200,45713.44
6888,200,45756.25
6899,200,45799.06
6910,200,45841.88
6922,200,45884.69
6933,200,45927.50
6943,200,45970.31
6955,200,46013.13
6966,200,46055.94
6977,200,46098.75
6988,200,46141.56
7000,200,46184.38
7011,200,46227.19
7021,200,46270.00
7032,0,46312.81
7044,0,46355.63
7055,0,46398.44
7065,0,46441.25
7076,0,46484.06
7088,0,46526.88
7098,0,46569.69
7109,0,46612.50
7120,0,46655.31
7131,0,46698.13
7142,0,46740.94
7153,0,46783.75
7163,0,46826.56
7175,0,46869.38
7186,0,46912.19
7196,0,46955.00
7207,0,46997.81
7219,0,47040.63
7229,0,47083.44
7240,0,47126.25
7251,0,47169.06
7262,0,47211.88
7273,0,47254.69
7284,0,47297.50
7294,0,47340.31
7306,0,47383.13
7317,0,47425.94
7327,0,47468.75
7339,0,47511.56
7349,0,47554.38
7360,0,47597.19
7371,0,47640.00
7382,0,47682.81
7393,0,47725.63
7404,0,47768.44
7415,0,47811.25
7426,0,47854.06
7436,0,47896.88
7447,0,47939.69
7458,0,47982.50
7469,0,48025.31
7480,0,48068.13
7490,0,48110.94
7501,0,48153.75
7513,0,48196.56
7523,0,48239.38
7534,0,48282.19
7544,0,48325.00
7556,0,48367.81
7567,0,48410.63
7577,0,48453.44
7588,0,48496.25
7599,0,48539.06
7610,0,48581.88
7621,0,48624.69
7631,0,48667.50
7643,0,48710.31
7653,0,48753.13
7664,0,48795.94
7674,0,48838.75
7686,0,48881.56
7697,0,48924.38
7707,0,48967.19
7718,0,49010.00
7729,0,49052.81
7740,0,49095.63
7751,0,49138.44
7761,0,49181.25
7773,0,49224.06
7783,0,49266.88
7794,0,49309.69
7804,0,49352.50
7816,0,49395.31
7826,0,49438.13
7837,0,49480.94
7848,0,49523.75
7859,0,49566.56
7870,0,49609.38
7880,0,49652.19
7891,0,49695.00
7902,0,49737.81
7913,0,49780.63
7923,0,49823.44
7934,0,49866.25
7946,0,49909.06
7956,0,49951.88
7967,0,49994.69
7977,0,50037.50
7989,0,50080.31
7999,0,50123.13
8010,0,50165.94
8020,0,50208.75
8032,50,50251.56
8042,50,50294.38
8053,50,50337.19
8065,50,50380.00
8075,50,50422.81
8086,50,50465.63
8097,50,50508.44
8108,50,50551.25
8119,50,50594.06
8130,50,50636.88
8140,50,50679.69
8152,50,50722.50
8162,50,50765.31
8173,50,50808.13
8184,50,50850.94
8195,50,50893.75
8206,50,50936.56
8217,50,50979.38
8227,50,51022.19
8239,50,51065.00
8250,50,51107.81
8260,50,51150.63
8271,50,51193.44
8283,50,51236.25
8293,50,51279.06
