timestamp,x0,x1,x2,x3,x4,x5,x6,x7,x8
0.039350032806396484,-7.06524187120738,-0.8805657806856064,-0.0012386418056273274,-7.5555902748005535,0.05214063115640156,0.06882611438777472,-0.0036561421023377874,-0.22159612178828503,0.008920425544644194
0.043287038803100586,-8.362083824480955,-0.9466830292818206,-0.0018679863050210682,-8.43987242131573,0.04935436499949861,0.07995648963992324,-0.004148003401507423,-0.29234963103774453,0.00912112578070271
0.04724693298339844,-8.93158598525987,-0.9715683843470697,-0.002193961959793895,-8.813895163001568,0.03697553694560904,0.08804984012875719,-0.004521733534634097,-0.32843150719051234,0.008848548358314648
0.05116987228393555,-9.251240898059901,-0.9831596314271958,-0.0023957327601356613,-9.05960603671775,-0.006332589321878829,0.11606826410349276,-0.0018447502758788177,-0.3521642705265596,0.008168232930160741
0.05511283874511719,-9.445081228416747,-0.9916624208222755,-0.00436547111748243,-9.125859681591217,-0.0271819813867215,0.09123190599380192,0.000290386218830721,-0.3655154916259777,0.008384002536283387
0.05906796455383301,-9.570064044934684,-0.9942860721846967,-0.003960738126864419,-9.256685947274395,-0.06822687615378106,0.11230932765437227,0.0030280494013653508,-0.3772982318080788,0.008016387899616355
0.06300997734069824,-9.652703174231686,-0.9955924361023755,-0.003724844904758,-9.276809513402712,-0.04036642045015009,0.1436677580348451,0.002139170704273861,-0.3843497274195939,0.008942505446454316
0.06695389747619629,-9.707075273266053,-1.0044514394080097,-0.004887779458240404,-9.35228159128321,0.04177746561915976,0.14454042710513196,-0.0006251457073192367,-0.3917603257246932,0.009388472598773043
0.07088899612426758,-9.743192339032325,-1.0122967801510274,-0.005881881088781961,-9.316474670393967,-0.010757231338745808,0.14369399756241447,0.0008728313718033114,-0.3948600461311678,0.00960404209104633
0.07482600212097168,-9.768281343840956,-1.0162038140451273,-0.0066493935721968055,-9.312853015994136,0.0845721913648671,0.12659654254154268,-0.002480849239986148,-0.3977602471171171,0.009360790582386078
0.07876205444335938,-9.787593712063254,-1.0061408149662758,-0.011249031827520014,-9.276938087989814,0.041459466342888086,0.12054403853041135,-0.002073032288140674,-0.3995199594750412,0.008862277763185945
0.08270883560180664,-9.800455265923276,-0.9989228174222231,-0.010639949273315236,-9.263646627146493,0.09500589168143314,0.1088256809681814,-0.00423008397097778,-0.4013489843356687,0.009408619821230323
0.08666300773620605,-9.807554699039649,-0.9953278244844979,-0.010172635921403463,-9.207534384855727,0.061319836788911626,0.10301135609812685,-0.003682061249466623,-0.4008613731420553,0.00881757860841635
0.09057092666625977,-9.814239910611075,-0.991208802426882,-0.011415863950772697,-9.207877693052819,0.10535846516315074,0.09093708998986953,-0.005819791268022609,-0.40230922801959995,0.007592067949413507
0.09459805488586426,-9.818693098293318,-0.9900145684650316,-0.012592533673474331,-9.156883585125772,0.07384963270941527,0.08214123524452603,-0.00537681296537437,-0.40074717591401515,0.008697950414838491
0.09857988357543945,-9.824186313903851,-0.9894197686434989,-0.013493569856575831,-9.154218043270165,0.058836918749912086,0.07393446484085296,-0.004677490777935769,-0.39991121129569507,0.009246235514324063
0.10248303413391113,-9.823851600208545,-0.9882657068641784,-0.011555354335766677,-9.163237215677905,0.08176034128005093,0.07753127383270794,-0.005358727095188764,-0.39968408299316044,0.008832508329394381
0.10640692710876465,-9.82362863459901,-0.989651051400903,-0.010462085050807103,-9.216823870500072,0.07074097007419781,0.08942452152762892,-0.006201812366559827,-0.40146496332176435,0.009273463833871927
