timestamp,zc0,zc1,zc2,zc3,zc4,zc5
0.03941679000854492,-1.014316660465087,0.9263799570095232,0.0903506629572722,-0.041302961410209796,0.06656746022128973,0.008998826595771513
0.04338479042053223,-0.6940748023972594,0.9974598658948776,0.11703109659213343,-0.04454144720898172,0.04924813664805583,0.008630407274306758
0.04732680320739746,-0.5251349306310633,1.015151639339389,0.13006477226213323,-0.04598595403273557,0.036523158784522614,0.008761738713406719
0.05124092102050781,-0.42379915679311075,1.0138070642417045,0.1454559285666167,-0.04674638597066521,0.0275497386448742,0.008485468845335272
0.055203914642333984,-0.3514484528254087,1.0147853686748955,0.15410780167411084,-0.04721973584830784,0.020762375316585757,0.008429296901499857
0.05915689468383789,-0.2937415141145294,1.0167929362106825,0.15944800520200084,-0.047070738539994925,0.015198368981380106,0.00894638372168706
0.06308388710021973,-0.24951656468837058,1.020351690935258,0.16544846852255304,-0.04713172163466123,0.011007454080654677,0.009156201169594329
0.06702685356140137,-0.2263901981928793,1.0169820721294374,0.16633038995621593,-0.04702202399762281,0.007685129806525415,0.008751439817908387
0.07096481323242188,-0.19103425421478804,1.0313748258085715,0.18440590917943092,-0.04688638567628227,0.005459506898155442,0.008396317188463724
0.07499480247497559,-0.17107076721760706,1.0317753740439024,0.18607412804992304,-0.046944165706949884,0.0034416900817768603,0.009169807559152405
0.07889699935913086,-0.15034872034201463,1.0199568218064676,0.18001851700957217,-0.04708352395649675,0.001906643500234395,0.008373525939821408
0.08287286758422852,-0.13086665056052738,1.0283100558251335,0.17678357308195813,-0.04689023314235012,0.0011501733070077846,0.008581658892932754
0.08677983283996582,-0.12879130131572047,1.018928319048511,0.17431400243016418,-0.04710201509359954,0.00015692944690709476,0.008842641358373314
0.09072279930114746,-0.1232115945003951,1.0310396195409732,0.16887626054436256,-0.04717985411350158,-0.00028760740925320993,0.008765398332448738
0.0946509838104248,-0.10760646286053088,1.0379713931587207,0.1764165134617718,-0.047301156455418235,-0.0005743751609902925,0.008554256439774541
0.09859776496887207,-0.14168729968298344,1.0446872626610666,0.1754828473431003,-0.04752693965822038,-0.0027156785829824948,0.008849223524625065
0.10253596305847168,-0.08896694326517718,1.0386411450156123,0.1845854755449924,-0.04722003827431189,-0.0010300658868500623,0.008678166772654858
0.10645198822021484,-0.11084150898707001,1.0350898196333445,0.185112913510193,-0.04715789548858174,-0.0017586806146939193,0.008669629552620942
0.11037898063659668,-0.1236259060256959,1.0194052441288124,0.18702147547434256,-0.046990939818727664,-0.002395888586232797,0.008555389989413471
0.11434078216552734,-0.12100636567753398,1.0382841799479563,0.1935786447497403,-0.04747459431940576,-0.002335540067768538,0.008667396392929813
0.11824584007263184,-0.1869194411651396,1.0442120448369558,0.19536767981940964,-0.04750312536279337,-0.004910023053399826,0.009273086545791346
0.12220978736877441,-0.1610949795037424,1.0184912315548218,0.19804714692718628,-0.04711118189025235,-0.004885787155465504,0.009206627622841268
0.1261308193206787,-0.1646585233694804,1.0417328874518865,0.19469797421078255,-0.04801932239209076,-0.0052381687201414895,0.008756773062194132
0.1300649642944336,-0.18124432195814855,1.0306674384495422,0.19913469094460165,-0.04781035476438232,-0.00522842894438863,0.009184715626165286
0.1340038776397705,-0.0928236435774501,1.0299948686644713,0.20960465952351162,-0.04780066051795378,-0.002604251512872524,0.00918133605413722
0.13796496391296387,-0.17449895147268535,1.0544190805654623,0.20280055394830407,-0.04790540165789779,-0.0040109912314295615,0.009049224339687575
0.14183998107910156,-0.15191002088158,1.0377138484252626,0.20515164586429255,-0.04828276727781433,-0.004428222145612171,0.009271030032903745
0.1457688808441162,-0.10293388009164595,1.0280378673944846,0.20683866541503942,-0.04766550707643313,-0.002731545258457202,0.008258997344150155
0.14974284172058105,-0.3263189950589567,1.0089197249526218,0.18214847517033883,-0.04654785796828559,-0.00776796086491649,0.008759023464513353
0.15365886688232422,-0.23960169353839156,1.030803938082211,0.17956765452128398,-0.04811065286870368,-0.006186523576005298,0.00779699850611611
0.15761184692382812,-0.16928864826303425,1.017692498753376,0.17072436507804184,-0.046721992527674776,-0.0024079557495528814,0.007435689994704077
0.16148877143859863,-0.5038281281870844,0.9937898199719862,0.16832109430365952,-0.044423651136778604,-0.014985929667754472,0.008517936747604187
0.16542387008666992,-0.24804688923033602,1.029559786986253,0.1731743763234274,-0.046261801122159815,-0.009716895596680875,0.00754487707522157
0.16936683654785156,-0.4110980552844339,1.1013870226912026,0.1810228328748375,-0.04812097021254118,-0.016603151437108554,0.009101914780832786
0.1732959747314453,-0.4518020483348586,1.0189223635489255,0.1746507266081772,-0.04548339839999893,-0.01916189601533086,0.007181551347353368
0.1772449016571045,-0.09499898328037304,0.9373842885488733,0.14853113840710686,-0.042151884562706195,-0.004482488002511276,0.0071095110399050235
0.18117690086364746,-0.5959819350739402,0.9825139751227984,0.1586578085230005,-0.04275612404970547,-0.0206226532147758,0.008738904631447943
0.18513989448547363,-0.3445655677659474,0.9429871472019901,0.17549904229455512,-0.040980158560875245,-0.01246332600796124,0.008503185014604092
0.1890718936920166,-0.3344888073126189,1.0235343836703095,0.1476419988313042,-0.04345194424713592,-0.012832174798918072,0.009697867797889082
0.19300293922424316,-0.7135199617264991,1.064137274845771,0.16378283624231027,-0.04600600868991507,-0.028652264759222112,0.007442466241558794
