timestamp,F3,T2
0.03941679000854492,0.1514446332144317,-0.40534745170517805
0.04338479042053223,0.1594446332144308,-0.40342745170517813
0.04732680320739746,0.1600446332144312,-0.404997451705178
0.05124092102050781,0.14444463321443202,-0.4040674517051781
0.055203914642333984,0.1895446332144317,-0.4036574517051781
0.05915689468383789,0.1608446332144311,-0.41142745170517814
0.06308388710021973,0.2042446332144312,-0.3978974517051781
0.06702685356140137,0.18274463321443157,-0.405917451705178
0.07096481323242188,0.18274463321443157,-0.4062674517051781
0.07499480247497559,0.20524463321443065,-0.4042674517051781
0.07889699935913086,0.19284463321443113,-0.41468745170517796
0.08287286758422852,0.1990446332144309,-0.406697451705178
0.08677983283996582,0.17504463321443176,-0.40812745170517806
0.09072279930114746,0.20684463321443047,-0.40705745170517815
0.0946509838104248,0.242444633214431,-0.39641745170517817
0.09859776496887207,0.17644463321443027,-0.41017745170517816
0.10253596305847168,0.19894463321443112,-0.40785745170517806
0.10645198822021484,0.14304463321443173,-0.39963745170517817
0.11037898063659668,0.08884463321443192,-0.42498745170517815
0.11434078216552734,0.16574463321443034,-0.40419745170517807
0.11824584007263184,0.1353446332144319,-0.3935974517051781
0.12220978736877441,0.15514463321443195,-0.455467451705178
0.1261308193206787,0.17894463321443155,-0.3954874517051781
0.1300649642944336,0.197044633214432,-0.44003745170517816
0.1340038776397705,0.14694463321443152,-0.428317451705178
0.13796496391296387,0.05504463321443076,-0.360837451705178
0.14183998107910156,0.18924463321443064,-0.471297451705178
0.1457688808441162,0.20654463321443117,-0.3899674517051781
0.14974284172058105,0.056644633214430584,-0.41642745170517803
0.15365886688232422,0.22174463321443127,-0.47831745170517803
0.15761184692382812,0.07134463321443185,-0.3277074517051781
0.16148877143859863,-0.10482536678556897,-0.427097451705178
0.16542387008666992,0.1915446332144306,-0.399407451705178
0.16936683654785156,0.04544463321443182,-0.365887451705178
0.1732959747314453,0.30254463321443126,-0.49626745170517816
0.1772449016571045,0.18284463321443134,-0.39490745170517805
0.18117690086364746,-0.017085366785568823,-0.4173874517051781
0.18513989448547363,0.1929446332144309,-0.4415874517051781
0.1890718936920166,-0.055185366785568846,-0.373137451705178
0.19300293922424316,0.16184463321443054,-0.4572574517051782
0.19695687294006348,0.14584463321443053,-0.41315745170517815
0.20089197158813477,0.24604463321443149,-0.438927451705178
0.204833984375,0.4894446332144309,-0.4536174517051781
0.20876598358154297,0.19864463321443182,-0.35208745170517797
0.21267986297607422,0.4424446332144303,-0.42268745170517796
0.21662092208862305,0.3229446332144317,-0.4309074517051781
0.22054195404052734,0.4219446332144319,-0.2934174517051781
0.22451186180114746,0.15214463321443183,-0.4427074517051781
0.22839879989624023,-0.005625366785569241,-0.36036745170517803
0.23232698440551758,-0.07689536678556941,-0.35255745170517816
0.2362658977508545,0.041044633214431414,-0.472517451705178
0.24019193649291992,-0.018335366785569462,-0.3720674517051781
0.24412298202514648,-0.031215366785568577,-0.417407451705178
0.248046875,-0.15233536678556803,-0.420087451705178
0.2520008087158203,-0.159535366785569,-0.3599674517051781
0.25591278076171875,0.08184463321443047,-0.43196745170517814
0.2598259449005127,0.02414463321443172,-0.36245745170517796
0.2637948989868164,0.0596446332144307,-0.48701745170517796
0.26770877838134766,0.022644633214431664,-0.5462174517051781
0.27164483070373535,0.19584463321443124,-0.366907451705178
0.2755708694458008,0.21604463321443035,-0.4923574517051781
0.27950382232666016,0.4612446332144309,-0.4174174517051781
0.2834479808807373,0.28604463321443063,-0.37065745170517816
0.287369966506958,0.31944463321443095,-0.555387451705178
0.29131078720092773,0.3881446332144307,-0.38192745170517806
0.29530882835388184,0.22124463321443066,-0.48863745170517814
0.2992069721221924,0.3754446332144319,-0.4498274517051781
0.3031888008117676,0.17644463321443027,-0.34338745170517804
0.3070969581604004,0.3323446332144311,-0.527427451705178
0.31102895736694336,0.18054463321443137,-0.34903745170517797
