t,fx,fy,fz,tx,ty,tz
1709144273129798,-9.3323996125,5.044371583333334,-8.6178675,-0.44299045,-0.9319692083333332,0.1997516666666667
1709144273131226,-8.565149612499999,4.994701583333334,-9.1973855,-0.45887445,-0.8985692083333333,0.19114566666666669
1709144273132684,-6.9963186125,4.588121583333334,-8.8896575,-0.43187244999999996,-0.7691992083333333,0.1962826666666667
1709144273134099,-7.862088612499999,4.128931583333333,-8.4070575,-0.40241645,-0.8651792083333333,0.1795496666666667
1709144273135533,-7.365928612499999,3.0576015833333337,-7.8953175,-0.35283444999999997,-0.8032192083333333,0.17584366666666668
1709144273136955,-7.757598612499999,1.7539115833333334,-7.8644075,-0.26343645,-0.8246092083333333,0.1761336666666667
1709144273138388,-8.4679196125,1.5208245833333334,-8.1135375,-0.26442445,-0.8723892083333332,0.16198866666666667
1709144273139829,-8.7976106125,0.7772045833333334,-8.301847500000001,-0.21464645,-0.8779392083333332,0.15719566666666668
1709144273141270,-9.4170636125,-0.17978841666666656,-8.4446175,-0.15425145,-0.9163692083333334,0.14730766666666667
1709144273142684,-9.513200612499999,-0.09718841666666655,-7.9124175,-0.16363445,-0.9218292083333334,0.1336726666666667
1709144273144117,-9.0134936125,-0.7183984166666666,-7.5197975,-0.11609844999999996,-0.8963092083333332,0.1263766666666667
1709144273145575,-8.1499096125,-0.9619484166666665,-7.360227500000001,-0.08944844999999996,-0.8405792083333333,0.1183286666666667
1709144273147026,-8.0188886125,-0.1835384166666667,-7.3784675,-0.13090744999999998,-0.8182292083333332,0.11200866666666669
1709144273148441,-8.9876176125,0.38324058333333333,-7.8882674999999995,-0.15404045,-0.8780492083333332,0.10536366666666669
1709144273149872,-9.487829612499999,0.7838275833333334,-8.3121175,-0.16531544999999997,-0.9172192083333334,0.09117466666666668
1709144273151317,-8.856188612499999,0.8052435833333333,-8.6476475,-0.16226045,-0.8792892083333333,0.09463666666666667
1709144273152763,-7.8006586124999995,0.5834965833333334,-8.3141275,-0.14614745,-0.8206992083333332,0.08833066666666668
1709144273154155,-6.819678612499999,0.2104255833333334,-7.8719675,-0.12557645,-0.7762692083333332,0.07642266666666668
1709144273155607,-5.8735186125,-0.43103841666666654,-7.7872975,-0.07480745,-0.7019292083333332,0.07063266666666668
1709144273157017,-5.763028612499999,-0.4456884166666666,-7.6538474999999995,-0.07646344999999999,-0.7011892083333332,0.05946466666666668
1709144273158489,-6.413958612499999,-0.5145984166666666,-7.7909175,-0.06981444999999997,-0.7081092083333332,0.060386666666666686
1709144273159902,-8.1697476125,-1.1622784166666664,-8.2538675,-0.02302345,-0.8431392083333332,0.048271666666666685
1709144273161345,-7.770888612499999,-1.4035184166666668,-8.4349075,-0.011147450000000003,-0.8010092083333332,0.04581966666666669
1709144273162766,-6.594588612499999,-1.3061684166666667,-8.273507500000001,-0.009195449999999994,-0.7412492083333332,0.04475766666666668
1709144273164190,-5.341648612499999,-1.0806884166666666,-8.1418875,-0.02258644999999998,-0.6710392083333333,0.028356666666666697
1709144273165637,-4.523738612499999,-1.1652884166666666,-7.8829075,-0.00032444999999997615,-0.5835992083333333,0.032992666666666684
1709144273167039,-6.3023486124999994,-0.8468084166666667,-7.6078075,-0.013082449999999968,-0.6929692083333333,0.01936666666666667
1709144273168470,-7.674938612499999,-0.5339584166666667,-7.5924475000000005,-0.03840444999999998,-0.7552892083333332,0.020498666666666693
1709144273169902,-8.8532556125,-1.0607484166666665,-8.0880375,0.013416550000000027,-0.8324792083333333,0.016751666666666692
1709144273171354,-8.1456706125,-0.26770841666666656,-8.3671575,-0.027376449999999997,-0.7924292083333332,0.016759666666666673
1709144273172797,-6.9833486124999995,0.9022165833333333,-8.1260275,-0.09282344999999997,-0.7053192083333332,0.017949666666666697
1709144273174237,-6.459228612499999,1.4716335833333334,-8.1985075,-0.11400945000000001,-0.6961992083333334,0.008086666666666686
1709144273175668,-5.8701886125,2.0954715833333335,-7.8161275,-0.14472344999999998,-0.6248892083333332,0.007346666666666696
1709144273177102,-6.595058612499999,2.6686115833333335,-7.8078775,-0.16954444999999996,-0.6849092083333334,0.01186466666666669
1709144273178521,-6.684068612499999,2.8262615833333333,-8.1920675,-0.18541844999999998,-0.6787292083333333,0.012219666666666684
1709144273179962,-6.488548612499999,2.7127115833333333,-8.662677500000001,-0.17038145,-0.6886792083333332,0.015284666666666696
1709144273181398,-5.371558612499999,2.9733315833333336,-9.1037815,-0.19047145,-0.6189892083333334,0.01723866666666668
1709144273182822,-3.9444686124999997,3.0829615833333337,-8.6328275,-0.20167144999999997,-0.5353292083333333,0.018843666666666675
1709144273184252,-3.9166686124999996,2.7676015833333336,-8.3081675,-0.19050545,-0.5208492083333333,0.02048666666666668
1709144273185702,-4.551748612499999,2.0761915833333333,-7.8994475,-0.14944045,-0.5778892083333332,0.015403666666666677
1709144273187101,-4.518338612499999,1.7389455833333334,-7.879507500000001,-0.12779544999999998,-0.5540392083333333,0.025373666666666683
1709144273188548,-5.098578612499999,2.0860415833333334,-8.2518975,-0.16045844999999997,-0.5976392083333332,0.03157266666666669
1709144273189994,-5.098908612499999,2.3787615833333335,-8.6676275,-0.17681344999999998,-0.5999392083333334,0.02673066666666668
1709144273191385,-4.857938612499999,2.6430315833333333,-8.8978975,-0.18258244999999998,-0.5748592083333334,0.034118666666666686
1709144273192830,-5.430878612499999,3.5134715833333336,-8.3255375,-0.24623545,-0.6156392083333332,0.03303266666666668
1709144273194266,-5.667648612499999,3.4862115833333336,-7.8732475,-0.24944344999999998,-0.6295892083333333,0.03877266666666668
1709144273195682,-5.734928612499999,2.8687715833333334,-7.6229675,-0.19665144999999998,-0.6168792083333333,0.048631666666666684
1709144273197121,-6.2381586124999995,3.7157515833333337,-7.5757975,-0.26407044999999996,-0.6542592083333333,0.04824866666666669
1709144273198566,-6.575068612499999,4.078641583333334,-7.9404275,-0.28304445,-0.6680792083333332,0.05040466666666668
1709144273200024,-7.1418286124999995,4.101871583333334,-8.446737500000001,-0.28025345,-0.7174592083333332,0.05220866666666668
1709144273201438,-6.566678612499999,4.629431583333333,-8.3472575,-0.32157545,-0.6854592083333332,0.05426166666666668
1709144273202882,-5.778538612499999,4.4599615833333335,-8.0796175,-0.31321645,-0.6429292083333332,0.06817866666666668
1709144273204314,-5.4047686125,4.081401583333333,-7.7085975,-0.30217145,-0.6440292083333333,0.06559866666666668
1709144273205752,-4.675028612499999,3.7532415833333337,-7.4537275,-0.27676045,-0.5705692083333332,0.07494366666666669
1709144273207170,-5.379268612499999,3.9391815833333332,-7.6126775,-0.29531644999999995,-0.6453392083333332,0.06712666666666668
1709144273208608,-5.5856386124999995,3.587011583333333,-7.6527875000000005,-0.29930444999999994,-0.6121392083333334,0.07610666666666668
1709144273210052,-7.653378612499999,2.1628515833333335,-8.3082075,-0.21036044999999998,-0.7731992083333333,0.07562666666666669
1709144273211453,-6.991498612499999,1.6415935833333335,-8.0208375,-0.19135644999999998,-0.7451592083333333,0.06937366666666668
1709144273212865,-5.454848612499999,1.1441335833333333,-7.6800775,-0.16337544999999998,-0.6514292083333332,0.07837266666666669
1709144273214336,-4.1725386124999995,0.6979815833333334,-7.8434175,-0.14858444999999998,-0.5975092083333332,0.07535766666666668
1709144273215779,-3.5901186124999995,0.6372625833333334,-7.2014475000000004,-0.14480545,-0.5277792083333334,0.07293966666666668
1709144273217200,-5.434368612499999,0.5246945833333334,-7.2731675,-0.12307245,-0.6462492083333332,0.06871366666666669
1709144273218644,-6.8971686125,0.9129805833333333,-7.3706375,-0.16212844999999998,-0.7271392083333333,0.06185066666666668
1709144273220066,-7.691428612499999,0.26782358333333334,-7.885847500000001,-0.11557144999999996,-0.7885192083333333,0.06273366666666669
1709144273221486,-7.072018612499999,0.5187865833333334,-8.1133775,-0.12203144999999999,-0.7516792083333333,0.06908266666666668
1709144273222903,-5.894928612499999,1.3490765833333334,-7.8086375,-0.18189244999999998,-0.6886692083333333,0.06405766666666668
1709144273224329,-5.261778612499999,0.9055345833333334,-7.8040975,-0.14082645,-0.6527592083333332,0.05919866666666668
1709144273225793,-5.2634886125,0.8286865833333333,-7.2791274999999995,-0.13618644999999996,-0.6444192083333332,0.05404266666666668
1709144273227230,-6.1283486125,0.6469205833333334,-7.0973775,-0.12964545,-0.6904692083333334,0.05122566666666668
1709144273228674,-6.7038486125,-0.10690841666666673,-7.6330975,-0.08032444999999999,-0.7320192083333333,0.049937666666666686
1709144273230067,-6.6248886124999995,-0.1659184166666665,-8.1312475,-0.07617344999999998,-0.7246992083333333,0.04753466666666668
1709144273231493,-6.009088612499999,-0.13927841666666652,-8.4388775,-0.07786545,-0.7111592083333332,0.04384066666666668
1709144273232971,-4.6990486124999995,-0.3097884166666667,-8.0985375,-0.06923744999999998,-0.6029592083333332,0.03718266666666668
1709144273234392,-5.336428612499999,-0.7795684166666665,-7.6613875,-0.03999944999999999,-0.6662492083333332,0.037615666666666686
1709144273235810,-5.711618612499999,-1.7243284166666666,-7.3625074999999995,0.011867550000000004,-0.6582892083333333,0.027964666666666693
1709144273237222,-6.287808612499999,-2.2335884166666666,-7.3037075,0.047743550000000023,-0.7125592083333333,0.029326666666666695
1709144273238652,-6.0018086125,-2.2752184166666662,-7.9676375,0.04957155000000002,-0.6871792083333333,0.025247666666666696
1709144273240133,-5.423508612499999,-2.0494684166666666,-8.4441275,0.042358549999999995,-0.6455192083333333,0.023479666666666676
1709144273241567,-5.562028612499999,-1.6361684166666668,-8.5132575,0.026143550000000015,-0.6477292083333334,0.011627666666666675
1709144273242955,-6.252658612499999,-1.3774284166666668,-8.0237975,0.010510550000000007,-0.6962492083333333,0.006314666666666691
1709144273244390,-6.150468612499999,-1.5820884166666664,-7.7494375,0.03192855,-0.6774692083333332,0.009204666666666694
1709144273245821,-6.169758612499999,-1.4650984166666665,-7.5149375,0.04198255000000001,-0.6745792083333332,0.0074086666666666745
1709144273247258,-6.355618612499999,-0.6335984166666666,-7.741607500000001,-0.004133449999999983,-0.6746092083333334,0.002412666666666674
1709144273248676,-6.9127886125,-0.16508841666666663,-8.3340975,-0.027282449999999958,-0.7123092083333332,-0.0012213333333333243
1709144273250111,-7.006048612499999,0.5097085833333334,-8.9454175,-0.05896445,-0.7145392083333332,-0.006464333333333322
1709144273251557,-6.578818612499999,1.1830925833333334,-8.8566075,-0.09126144999999997,-0.6998292083333332,-0.003885333333333324
1709144273252996,-5.737058612499999,0.7012685833333334,-8.6355375,-0.059051450000000005,-0.6549692083333333,-0.0041493333333333104
1709144273254427,-4.852308612499999,0.25633458333333337,-8.3643775,-0.03458844999999999,-0.6033592083333333,0.00013666666666667382
1709144273255839,-4.652108612499999,0.40823558333333343,-7.8798475,-0.045311449999999975,-0.5771692083333332,-0.0019473333333333287
1709144273257301,-5.103508612499999,0.5652935833333335,-8.0789875,-0.05139745000000001,-0.6025192083333332,-0.004472333333333328
1709144273258716,-6.2127686125,0.4656925833333334,-8.4642075,-0.04646944999999997,-0.6448892083333332,-0.0003993333333333071
1709144273260153,-7.879348612499999,0.5706865833333334,-9.0005495,-0.05830544999999998,-0.7808192083333333,-0.009568333333333318
1709144273261567,-7.054478612499999,0.20252458333333334,-8.9249975,-0.03616544999999999,-0.7122192083333333,0.0022196666666666753
1709144273263007,-5.900018612499999,0.03080358333333333,-8.8252975,-0.01870145000000001,-0.6797592083333334,0.0007656666666666923
1709144273264451,-4.132408612499999,0.3059365833333334,-8.6827775,-0.04606844999999998,-0.5599092083333334,0.0027726666666666733
1709144273265880,-3.9337586124999993,0.6440085833333333,-8.0752175,-0.044830449999999966,-0.5279892083333332,0.0055116666666666925
1709144273267308,-6.178908612499999,1.3955295833333334,-7.941027500000001,-0.09374444999999998,-0.6752892083333332,-0.003173333333333306
1709144273268735,-7.310588612499999,1.2718975833333332,-8.1934875,-0.09101745,-0.7197292083333332,0.007907666666666674
1709144273270191,-8.228973612499999,1.2417065833333334,-8.7913975,-0.08112644999999996,-0.7926892083333333,0.00578666666666669
